CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male,BalanceToSalary,ZeroBalance,ProductsPerYear,EngagementProducts,AgeTenure,CreditScorePerAge,ChurnProbability,ActualChurn,PredictedChurn,RiskTier
828,30,4,73070.18,2,0,0,161671.15,TRUE,FALSE,FALSE,FALSE,TRUE,0.451965165,0,0.4,0,120,27.6,0.009642077,0,0,Low
573,30,8,127406.5,1,1,0,192950.6,FALSE,TRUE,FALSE,FALSE,TRUE,0.660302895,0,0.111111111,0,240,19.1,0.3108526,0,0,Medium
673,43,8,127132.96,1,0,1,6009.27,FALSE,FALSE,TRUE,FALSE,TRUE,21.15262043,0,0.111111111,1,344,15.65116279,0.16188312,1,0,Low
481,44,9,175303.06,1,1,0,65500.53,TRUE,FALSE,FALSE,FALSE,TRUE,2.67632008,0,0.1,0,396,10.93181818,0.6805278,1,1,  Medium-High
738,44,2,0,2,1,0,43018.82,FALSE,FALSE,TRUE,FALSE,TRUE,0,1,0.666666667,0,88,16.77272727,0.033144377,1,0,Low
562,27,3,0,2,1,0,28137.03,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.5,0,81,20.81481481,0.017960146,0,0,Low
707,53,6,109663.47,1,1,1,52110.45,FALSE,FALSE,TRUE,TRUE,FALSE,2.104402583,0,0.142857143,1,318,13.33962264,0.2859391,0,0,Low
604,47,4,118907.6,1,0,1,47777.15,FALSE,TRUE,FALSE,TRUE,FALSE,2.488744332,0,0.2,1,188,12.85106383,0.665314,1,1,  Medium-High
655,32,9,113447.01,1,1,0,82084.3,FALSE,TRUE,FALSE,FALSE,TRUE,1.38206244,0,0.1,0,288,20.46875,0.26669687,0,0,Low
674,44,3,88902.21,1,1,0,73731.32,FALSE,TRUE,FALSE,FALSE,TRUE,1.205742746,0,0.25,0,132,15.31818182,0.5598138,0,1,  Medium-High
663,52,0,136298.65,1,1,0,144593.3,FALSE,FALSE,TRUE,FALSE,TRUE,0.942628098,0,1,0,0,12.75,0.6715264,1,1,  Medium-High
510,38,4,0,1,1,0,118913.53,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,0.2,0,152,13.42105263,0.306286,1,0,Medium
704,45,6,0,1,1,1,137739.45,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.142857143,1,270,15.64444444,0.43923828,0,0,Medium
659,35,6,0,2,1,1,58879.11,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.285714286,2,210,18.82857143,0.009116492,0,0,Low
682,41,6,0,2,0,1,134158.09,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.285714286,2,246,16.63414634,0.010883873,1,0,Low
598,56,4,98365.33,1,1,1,44251.33,FALSE,FALSE,TRUE,TRUE,FALSE,2.222828267,0,0.2,1,224,10.67857143,0.3689816,0,0,Medium
552,42,8,103362.14,1,0,1,186869.58,FALSE,TRUE,FALSE,TRUE,FALSE,0.553121524,0,0.111111111,1,336,13.14285714,0.58200663,1,1,  Medium-High
587,37,6,104414.03,1,1,0,192026.02,FALSE,TRUE,FALSE,TRUE,FALSE,0.543746552,0,0.142857143,0,222,15.86486486,0.5426096,0,1,  Medium-High
686,37,9,134560.62,1,1,0,27596.39,TRUE,FALSE,FALSE,FALSE,TRUE,4.875845868,0,0.1,0,333,18.54054054,0.107138634,0,0,Low
697,30,1,0,2,0,0,735.79,FALSE,FALSE,TRUE,FALSE,TRUE,0,1,1,0,30,23.23333333,0.011065302,0,0,Low
778,45,1,162150.42,2,1,0,174531.27,FALSE,TRUE,FALSE,TRUE,FALSE,0.929056959,0,1,0,45,17.28888889,0.28274927,0,0,Low
850,36,7,102800.72,1,1,1,87352.43,FALSE,TRUE,FALSE,FALSE,TRUE,1.176836674,0,0.125,1,252,23.61111111,0.13966428,0,0,Low
656,36,8,97786.08,2,0,1,21478.36,TRUE,FALSE,FALSE,FALSE,TRUE,4.552560225,0,0.222222222,2,288,18.22222222,0.055344686,0,0,Low
656,32,1,104254.27,1,1,1,17034.37,FALSE,FALSE,TRUE,TRUE,FALSE,6.119871186,0,0.5,1,32,20.5,0.05259689,0,0,Low
849,69,7,71996.09,1,1,1,139065.94,TRUE,FALSE,FALSE,FALSE,TRUE,0.517708163,0,0.125,1,483,12.30434783,0.04493957,0,0,Low
632,47,3,0,2,1,0,178822.32,FALSE,FALSE,TRUE,FALSE,TRUE,0,1,0.5,0,141,13.44680851,0.15563112,0,0,Low
770,30,8,0,2,0,1,50839.85,FALSE,FALSE,TRUE,FALSE,TRUE,0,1,0.222222222,2,240,25.66666667,0.012583159,0,0,Low
681,36,5,141952.07,1,1,1,185144.08,TRUE,FALSE,FALSE,FALSE,TRUE,0.766707222,0,0.166666667,1,180,18.91666667,0.07268109,0,0,Low
660,37,2,97324.91,1,1,0,23291.83,TRUE,FALSE,FALSE,FALSE,TRUE,4.178320539,0,0.333333333,0,74,17.83783784,0.09065876,0,0,Low
649,36,8,0,2,0,1,109179.89,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.222222222,2,288,18.02777778,0.04113482,0,0,Low
807,42,9,105356.09,2,1,1,130489.37,FALSE,TRUE,FALSE,TRUE,FALSE,0.80738594,0,0.2,2,378,19.21428571,0.07702381,0,0,Low
765,44,6,0,2,1,1,159899.97,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.285714286,2,264,17.38636364,0.015055105,0,0,Low
824,49,8,133231.48,1,1,1,67885.37,FALSE,TRUE,FALSE,FALSE,TRUE,1.962565976,0,0.111111111,1,392,16.81632653,0.550637,0,1,  Medium-High
619,25,4,0,1,1,0,145524.36,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.2,0,100,24.76,0.06929867,0,0,Low
555,35,1,0,2,1,0,101667,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,1,0,35,15.85714286,0.034169495,0,0,Low
764,28,10,124023.18,1,1,0,166188.28,FALSE,TRUE,FALSE,FALSE,TRUE,0.746276655,0,0.090909091,0,280,27.28571429,0.20933047,0,0,Low
752,53,8,114233.18,1,1,1,51587.04,TRUE,FALSE,FALSE,TRUE,FALSE,2.214334563,0,0.111111111,1,424,14.18867925,0.37887606,0,0,Medium
772,42,3,75075.31,2,1,0,92888.52,FALSE,TRUE,FALSE,FALSE,TRUE,0.80822153,0,0.5,0,126,18.38095238,0.0996237,1,0,Low
660,40,8,167181.01,1,1,1,185156.94,TRUE,FALSE,FALSE,TRUE,FALSE,0.902910294,0,0.111111111,1,320,16.5,0.10879044,0,0,Low
670,40,2,164948.98,3,0,0,177028,FALSE,TRUE,FALSE,FALSE,TRUE,0.93176248,0,1,0,80,16.75,0.9537188,1,1,High
654,32,9,121455.65,1,1,0,190068.53,TRUE,FALSE,FALSE,FALSE,TRUE,0.63900642,0,0.1,0,288,20.4375,0.093822025,1,0,Low
754,61,5,146622.35,1,1,1,41815.22,TRUE,FALSE,FALSE,FALSE,TRUE,3.506351124,0,0.166666667,1,305,12.36065574,0.13614339,1,0,Low
613,41,7,0,2,1,0,60297.72,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.25,0,287,14.95121951,0.019366663,0,0,Low
581,37,7,0,2,1,1,74320.75,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.25,2,259,15.7027027,0.009512785,0,0,Low
521,43,8,0,1,1,1,93180.09,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.111111111,1,344,12.11627907,0.29171365,0,0,Low
498,34,5,0,2,1,1,91711.66,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.333333333,2,170,14.64705882,0.008038421,0,0,Low
416,25,0,97738.97,2,1,1,160523.33,FALSE,TRUE,FALSE,TRUE,FALSE,0.608873247,0,2,2,0,16.64,0.08703374,0,0,Low
708,59,2,0,1,1,0,179673.11,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.333333333,0,118,12,0.92221826,1,1,High
737,45,2,99169.67,2,1,1,78650.95,FALSE,TRUE,FALSE,TRUE,FALSE,1.260867277,0,0.666666667,2,90,16.37777778,0.25936985,0,0,Low
819,35,1,0,2,0,1,3385.04,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,1,2,35,23.4,0.009352925,0,0,Low
533,35,8,0,2,1,1,187900.12,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.222222222,2,280,15.22857143,0.037469022,0,0,Low
641,40,4,101090.27,1,1,1,51703.09,FALSE,FALSE,TRUE,TRUE,FALSE,1.955169697,0,0.2,1,160,16.025,0.119451135,0,0,Low
688,26,0,0,2,1,0,105784.85,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,2,0,0,26.46153846,0.01165963,0,0,Low
756,34,2,148200.72,1,0,0,194584.48,FALSE,TRUE,FALSE,TRUE,FALSE,0.761622707,0,0.333333333,0,68,22.23529412,0.23622237,0,0,Low
807,43,1,105799.32,2,1,0,34888.04,TRUE,FALSE,FALSE,FALSE,TRUE,3.032451452,0,1,0,43,18.76744186,0.06155858,1,0,Low
769,29,2,123757.52,2,1,0,84872.66,TRUE,FALSE,FALSE,FALSE,TRUE,1.458138131,0,0.666666667,0,58,26.51724138,0.057620846,0,0,Low
489,38,5,117289.92,1,0,0,85231.88,TRUE,FALSE,FALSE,TRUE,FALSE,1.376111191,0,0.166666667,0,190,12.86842105,0.098917805,0,0,Low
545,44,1,0,2,1,1,82614.89,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,1,2,44,12.38636364,0.03213202,0,0,Low
773,51,8,116197.65,2,1,1,86701.4,FALSE,TRUE,FALSE,FALSE,TRUE,1.340189545,0,0.222222222,2,408,15.15686275,0.25453103,0,0,Low
727,38,2,62276.99,1,1,1,59280.79,FALSE,FALSE,TRUE,FALSE,TRUE,1.05052479,0,0.333333333,1,76,19.13157895,0.1222939,0,0,Low
639,39,6,150555.83,1,1,0,30414.17,TRUE,FALSE,FALSE,FALSE,TRUE,4.950024281,0,0.142857143,0,234,16.38461538,0.121559866,0,0,Low
604,43,2,145081.72,1,1,1,23881.62,FALSE,FALSE,TRUE,FALSE,TRUE,6.074782415,0,0.333333333,1,86,14.04651163,0.1835453,0,0,Low
585,37,6,152496.82,1,1,1,99907.29,FALSE,TRUE,FALSE,FALSE,TRUE,1.526368032,0,0.142857143,1,222,15.81081081,0.16287823,0,0,Low
769,51,9,156773.78,2,1,0,40257.79,TRUE,FALSE,FALSE,FALSE,TRUE,3.894150321,0,0.2,0,459,15.07843137,0.30496615,0,0,Medium
581,28,3,104367.5,1,1,1,29937.75,TRUE,FALSE,FALSE,FALSE,TRUE,3.486033986,0,0.25,1,84,20.75,0.042721964,0,0,Low
524,32,1,144875.71,1,0,0,187740.04,TRUE,FALSE,FALSE,FALSE,TRUE,0.771678425,0,0.5,0,32,16.375,0.058537897,0,0,Low
683,35,1,132371.3,2,0,0,186123.57,FALSE,TRUE,FALSE,TRUE,FALSE,0.711197345,0,1,0,35,19.51428571,0.069801524,0,0,Low
730,37,1,0,2,1,1,124364.63,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,1,2,37,19.72972973,0.027816279,0,0,Low
551,27,2,113873.22,1,1,1,85129.77,FALSE,FALSE,TRUE,FALSE,TRUE,1.337627041,0,0.333333333,1,54,20.40740741,0.03868434,1,0,Low
764,40,9,100480.53,1,1,0,124095.69,TRUE,FALSE,FALSE,TRUE,FALSE,0.809695488,0,0.1,0,360,19.1,0.27825966,0,0,Low
680,47,5,0,2,1,1,179843.33,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.333333333,2,235,14.46808511,0.053238694,0,0,Low
587,62,7,121286.27,1,0,1,6776.92,FALSE,FALSE,TRUE,FALSE,TRUE,17.89432009,0,0.125,1,434,9.467741935,0.21464399,0,0,Low
675,42,2,92616.64,2,1,0,8567.18,FALSE,TRUE,FALSE,FALSE,TRUE,10.80937142,0,0.666666667,0,84,16.07142857,0.10116628,0,0,Low
735,41,7,179904,1,1,1,137180.95,TRUE,FALSE,FALSE,FALSE,TRUE,1.311426175,0,0.125,1,287,17.92682927,0.15696865,0,0,Low
653,38,8,119315.75,1,1,0,150468.35,TRUE,FALSE,FALSE,FALSE,TRUE,0.79295717,0,0.111111111,0,304,17.18421053,0.10542056,0,0,Low
615,66,7,0,2,1,1,74580.8,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.25,2,462,9.318181818,0.027844714,0,0,Low
789,51,3,104677.09,1,1,0,74265.38,FALSE,TRUE,FALSE,FALSE,TRUE,1.409481518,0,0.25,0,153,15.47058824,0.8581222,0,1,High
579,36,9,129829.59,1,1,1,60906.12,TRUE,FALSE,FALSE,FALSE,TRUE,2.131599557,0,0.1,1,324,16.08333333,0.059169836,0,0,Low
714,49,5,140510.89,1,1,0,141914.94,FALSE,TRUE,FALSE,TRUE,FALSE,0.990099421,0,0.166666667,0,245,14.57142857,0.8490698,0,1,High
688,32,6,124179.3,1,1,1,138759.15,FALSE,FALSE,TRUE,FALSE,TRUE,0.89492048,0,0.142857143,1,192,21.5,0.045669094,0,0,Low
518,46,4,113625.93,1,0,0,92727.42,FALSE,TRUE,FALSE,FALSE,TRUE,1.225362516,0,0.2,0,184,11.26086957,0.8330321,1,1,High
737,45,2,0,2,0,1,177695.67,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,0.666666667,2,90,16.37777778,0.06322895,0,0,Low
773,23,8,0,2,1,0,56759.79,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,0.222222222,0,184,33.60869565,0.025230778,0,0,Low
652,33,3,124832.51,1,1,0,195877.06,FALSE,FALSE,TRUE,TRUE,FALSE,0.637297051,0,0.25,0,99,19.75757576,0.07820572,0,0,Low
834,38,8,0,2,1,1,66485.26,FALSE,FALSE,TRUE,FALSE,TRUE,0,1,0.222222222,2,304,21.94736842,0.008841228,0,0,Low
586,42,6,126704.49,2,1,0,41682.3,FALSE,TRUE,FALSE,FALSE,TRUE,3.039694314,0,0.285714286,0,252,13.95238095,0.11862404,0,0,Low
618,41,8,37702.79,1,1,1,195775.48,FALSE,TRUE,FALSE,FALSE,TRUE,0.192580794,0,0.111111111,1,328,15.07317073,0.3071584,0,0,Medium
650,33,0,98064.97,1,1,0,52411.99,TRUE,FALSE,FALSE,FALSE,TRUE,1.87100507,0,1,0,0,19.6969697,0.040981352,0,0,Low
708,41,0,0,1,1,0,128400.62,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,1,0,0,17.26829268,0.30945495,0,0,Medium
544,22,3,66483.32,1,0,1,110317.39,FALSE,FALSE,TRUE,FALSE,TRUE,0.602649477,0,0.25,1,66,24.72727273,0.082838945,0,0,Low
710,31,5,0,2,1,0,9561.73,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,0.333333333,0,155,22.90322581,0.027746042,0,0,Low
525,23,5,0,2,1,0,160249.1,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.333333333,0,115,22.82608696,0.029716933,0,0,Low
825,29,3,148874.01,2,0,1,71192.82,TRUE,FALSE,FALSE,FALSE,TRUE,2.09110861,0,0.5,2,87,28.44827586,0.013361987,0,0,Low
694,31,10,0,2,1,0,160990.27,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.181818182,0,310,22.38709677,0.034336966,0,0,Low
623,23,1,106012.2,2,0,1,191415.94,TRUE,FALSE,FALSE,FALSE,TRUE,0.553828726,0,1,2,23,27.08695652,0.0157048,0,0,Low
630,33,9,0,2,1,0,64804.59,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.2,0,297,19.09090909,0.013701161,0,0,Low
570,29,4,153040.03,1,1,1,131363.57,TRUE,FALSE,FALSE,TRUE,FALSE,1.165002329,0,0.2,1,116,19.65517241,0.07354508,1,0,Low
578,28,8,161592.76,1,1,0,177834.79,FALSE,FALSE,TRUE,TRUE,FALSE,0.908662761,0,0.111111111,0,224,20.64285714,0.15858427,0,0,Low
611,43,8,64897.75,1,1,0,114996.33,TRUE,FALSE,FALSE,TRUE,FALSE,0.564341363,0,0.111111111,0,344,14.20930233,0.4084996,0,0,Medium
597,46,4,0,2,1,0,58667.16,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,0.4,0,184,12.97826087,0.0934377,1,0,Low
850,44,8,0,2,1,1,183617.32,FALSE,FALSE,TRUE,FALSE,TRUE,0,1,0.222222222,2,352,19.31818182,0.0194337,0,0,Low
737,43,1,125537.38,1,1,0,138510.01,FALSE,TRUE,FALSE,TRUE,FALSE,0.906335027,0,0.5,0,43,17.13953488,0.6503593,1,1,  Medium-High
703,42,7,0,2,0,1,72500.68,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.25,2,294,16.73809524,0.04476384,0,0,Low
681,25,5,0,1,0,1,90860.97,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.166666667,1,125,27.24,0.07595211,0,0,Low
459,42,6,129634.25,2,1,1,177683.02,FALSE,FALSE,TRUE,TRUE,FALSE,0.729577426,0,0.285714286,2,252,10.92857143,0.25110543,1,0,Low
850,39,2,148586.64,1,1,1,176791.27,TRUE,FALSE,FALSE,TRUE,FALSE,0.840458918,0,0.333333333,1,78,21.79487179,0.057610545,0,0,Low
622,34,7,98675.74,1,1,0,138906.85,FALSE,TRUE,FALSE,TRUE,FALSE,0.710368349,0,0.125,0,238,18.29411765,0.26361713,1,0,Low
593,44,5,0,1,1,0,128046.98,FALSE,FALSE,TRUE,FALSE,TRUE,0,1,0.166666667,0,220,13.47727273,0.47624987,0,0,Medium
708,51,8,70754.18,1,1,1,92920.04,TRUE,FALSE,FALSE,TRUE,FALSE,0.761444125,0,0.111111111,1,408,13.88235294,0.3713952,1,0,Medium
850,38,0,106831.69,1,0,1,148977.72,TRUE,FALSE,FALSE,TRUE,FALSE,0.717093622,0,1,1,0,22.36842105,0.0263969,0,0,Low
733,48,7,85915.52,1,1,1,23860.5,FALSE,TRUE,FALSE,FALSE,TRUE,3.600591748,0,0.125,1,336,15.27083333,0.44460028,0,0,Medium
697,43,7,115371.94,2,1,0,64139.1,FALSE,TRUE,FALSE,FALSE,TRUE,1.798748989,0,0.25,0,301,16.20930233,0.26350933,0,0,Low
443,35,6,161111.45,1,0,0,13946.66,TRUE,FALSE,FALSE,FALSE,TRUE,11.5511455,0,0.142857143,0,210,12.65714286,0.0914954,0,0,Low
596,21,4,210433.08,2,0,1,197297.77,TRUE,FALSE,FALSE,FALSE,TRUE,1.066570663,0,0.4,2,84,28.38095238,0.010365999,1,0,Low
645,25,1,157404.02,2,1,0,93073.04,FALSE,TRUE,FALSE,FALSE,TRUE,1.691169955,0,1,0,25,25.8,0.056885783,0,0,Low
621,47,7,107363.29,1,1,1,66799.28,FALSE,TRUE,FALSE,FALSE,TRUE,1.607228143,0,0.125,1,329,13.21276596,0.6201604,0,1,  Medium-High
741,21,9,0,2,0,1,139259.54,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.2,2,189,35.28571429,0.00976867,0,0,Low
595,64,2,105736.32,1,1,1,89935.73,FALSE,TRUE,FALSE,TRUE,FALSE,1.175674499,0,0.333333333,1,128,9.296875,0.2703562,1,0,Low
630,49,1,0,2,0,1,162858.29,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,1,2,49,12.85714286,0.08796603,0,0,Low
562,45,6,136855.24,1,1,0,46864,TRUE,FALSE,FALSE,FALSE,TRUE,2.92020143,0,0.142857143,0,270,12.48888889,0.32449687,0,0,Medium
777,35,3,0,2,1,1,17257.72,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,0.5,2,105,22.2,0.036092337,0,0,Low
720,64,3,45752.78,2,1,0,79623.28,FALSE,FALSE,TRUE,FALSE,TRUE,0.574608398,0,0.5,0,192,11.25,0.89699906,1,1,High
626,26,8,148610.41,3,0,1,104502.02,FALSE,FALSE,TRUE,TRUE,FALSE,1.42206809,0,0.333333333,3,208,24.07692308,0.94391656,1,1,High
714,45,8,150900.29,2,0,1,139889.15,FALSE,FALSE,TRUE,FALSE,TRUE,1.078705613,0,0.222222222,2,360,15.86666667,0.14532822,0,0,Low
538,33,6,93791.38,1,1,1,199249.29,TRUE,FALSE,FALSE,FALSE,TRUE,0.470721423,0,0.142857143,1,198,16.3030303,0.13560718,0,0,Low
633,36,6,125130.28,1,0,0,125961.48,TRUE,FALSE,FALSE,TRUE,FALSE,0.993393271,0,0.142857143,0,216,17.58333333,0.122179955,0,0,Low
667,77,2,0,1,1,1,34702.92,FALSE,FALSE,TRUE,FALSE,TRUE,0,1,0.333333333,1,154,8.662337662,0.031438597,0,0,Low
754,35,4,0,2,1,0,44830.71,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.4,0,140,21.54285714,0.03587405,0,0,Low
554,42,1,0,2,0,1,183492.9,FALSE,FALSE,TRUE,FALSE,TRUE,0,1,1,2,42,13.19047619,0.026197735,0,0,Low
618,56,7,0,1,1,1,142400.27,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.125,1,392,11.03571429,0.4547496,1,0,Medium
583,22,2,0,2,0,1,5985.36,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,0.666666667,2,44,26.5,0.030179692,0,0,Low
756,28,8,179960.2,1,1,0,89938.08,TRUE,FALSE,FALSE,FALSE,TRUE,2.000912173,0,0.111111111,0,224,27,0.3014428,0,0,Medium
782,27,3,0,2,1,0,143614.01,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,0.5,0,81,28.96296296,0.025783,0,0,Low
712,36,2,100749.5,3,0,0,70758.37,TRUE,FALSE,FALSE,FALSE,TRUE,1.423832632,0,1,0,72,19.77777778,0.9169394,1,1,High
793,54,2,128966.13,1,0,0,18633.4,FALSE,TRUE,FALSE,FALSE,TRUE,6.920863028,0,0.333333333,0,108,14.68518519,0.9308371,1,1,High
578,46,5,113226.47,1,1,0,56770.76,TRUE,FALSE,FALSE,FALSE,TRUE,1.994415357,0,0.166666667,0,230,12.56521739,0.33927298,0,0,Medium
709,32,4,147307.91,1,0,1,40861.55,TRUE,FALSE,FALSE,FALSE,TRUE,3.604961266,0,0.2,1,128,22.15625,0.051727816,0,0,Low
513,41,9,107135.04,2,1,1,160546.58,FALSE,FALSE,TRUE,TRUE,FALSE,0.667310214,0,0.2,2,369,12.51219512,0.15378399,0,0,Low
507,46,6,92783.68,1,1,1,51424.29,FALSE,FALSE,TRUE,FALSE,TRUE,1.804242232,0,0.142857143,1,276,11.02173913,0.20221253,0,0,Low
724,40,10,0,1,1,0,127847.25,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.090909091,0,400,18.1,0.29049832,1,0,Low
661,32,1,145980.23,1,0,1,56636.28,FALSE,TRUE,FALSE,TRUE,FALSE,2.577458345,0,0.5,1,32,20.65625,0.16360506,0,0,Low
590,32,0,127763.24,1,1,0,100717.54,TRUE,FALSE,FALSE,TRUE,FALSE,1.268517594,0,1,0,0,18.4375,0.03071858,0,0,Low
554,31,6,135470.9,1,1,0,107074.81,FALSE,TRUE,FALSE,TRUE,FALSE,1.265186787,0,0.142857143,0,186,17.87096774,0.2951559,0,0,Low
597,28,2,0,3,1,1,78707.97,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,1,3,56,21.32142857,0.21936812,0,0,Low
474,26,6,0,2,0,0,152491.22,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.285714286,0,156,18.23076923,0.01212122,0,0,Low
593,48,3,133903.12,2,1,1,85902.39,FALSE,TRUE,FALSE,TRUE,FALSE,1.558764095,0,0.5,2,144,12.35416667,0.25459045,1,0,Low
594,41,2,122545.65,2,1,1,42050.24,FALSE,TRUE,FALSE,FALSE,TRUE,2.91419825,0,0.666666667,2,82,14.48780488,0.08593178,0,0,Low
576,41,4,112609.91,1,0,0,191035.18,TRUE,FALSE,FALSE,TRUE,FALSE,0.589469021,0,0.2,0,164,14.04878049,0.28070003,1,0,Low
566,22,7,144954.75,2,1,0,102246,FALSE,TRUE,FALSE,FALSE,TRUE,1.417691962,0,0.25,0,154,25.72727273,0.0725572,0,0,Low
612,63,2,131629.17,2,1,0,122109.58,FALSE,FALSE,TRUE,TRUE,FALSE,1.077950576,0,0.666666667,0,126,9.714285714,0.8815756,1,1,High
724,40,6,0,2,0,0,106149.48,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.285714286,0,240,18.1,0.019353895,0,0,Low
790,34,2,164011.48,1,1,0,199420.41,FALSE,TRUE,FALSE,TRUE,FALSE,0.822436668,0,0.333333333,0,68,23.23529412,0.2097401,0,0,Low
657,29,7,83889.03,1,1,0,153059.62,FALSE,FALSE,TRUE,FALSE,TRUE,0.548077161,0,0.125,0,203,22.65517241,0.06168544,0,0,Low
687,48,4,0,2,1,1,170893.85,TRUE,FALSE,FALSE,FALSE,TRUE,0,1,0.4,2,192,14.3125,0.024430295,0,0,Low
723,38,6,0,2,1,1,94415.6,FALSE,FALSE,TRUE,FALSE,TRUE,0,1,0.285714286,2,228,19.02631579,0.009553812,0,0,Low
662,22,9,0,2,1,1,44377.65,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.2,2,198,30.09090909,0.007735285,0,0,Low
786,39,7,0,2,0,0,100929.59,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,0.25,0,273,20.15384615,0.039106917,0,0,Low
524,40,2,180516.9,1,1,0,180002.42,TRUE,FALSE,FALSE,FALSE,TRUE,1.002852612,0,0.333333333,0,80,13.1,0.46260262,0,0,Medium
625,52,8,121161.57,1,1,0,48988.28,FALSE,FALSE,TRUE,FALSE,TRUE,2.473226183,0,0.111111111,0,416,12.01923077,0.6489066,0,1,  Medium-High
759,22,5,0,1,1,0,22303.17,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.166666667,0,110,34.5,0.27450228,0,0,Low
678,41,1,143443.61,1,1,0,196622.28,TRUE,FALSE,FALSE,TRUE,FALSE,0.729535231,0,0.5,0,41,16.53658537,0.1479188,1,0,Low
601,37,5,0,1,0,0,20708.6,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.166666667,0,185,16.24324324,0.2924213,0,0,Low
661,48,3,120320.54,1,0,0,96463.25,TRUE,FALSE,FALSE,FALSE,TRUE,1.247307059,0,0.25,0,144,13.77083333,0.5101971,0,1,  Medium-High
671,38,0,92674.94,2,1,0,3647.57,FALSE,FALSE,TRUE,FALSE,TRUE,25.40034589,0,2,0,0,17.65789474,0.3487663,0,0,Medium
663,33,5,157274.36,2,1,1,28531.81,TRUE,FALSE,FALSE,FALSE,TRUE,5.512052966,0,0.333333333,2,165,20.09090909,0.0448115,0,0,Low
800,46,6,0,2,1,0,171928.04,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,0.285714286,0,276,17.39130435,0.08376591,0,0,Low
650,30,6,0,1,0,0,67997.13,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,0.142857143,0,180,21.66666667,0.20545584,1,0,Low
807,37,10,130110.45,2,0,1,172097.95,FALSE,TRUE,FALSE,FALSE,TRUE,0.756021173,0,0.181818182,2,370,21.81081081,0.02483108,0,0,Low
687,30,6,0,2,0,0,179206.92,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.285714286,0,180,22.9,0.04506982,0,0,Low
478,50,2,0,1,0,1,93332.64,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0.333333333,1,100,9.56,0.574915,1,1,  Medium-High
497,27,7,149400.27,1,0,0,167522.19,FALSE,FALSE,TRUE,FALSE,TRUE,0.89181844,0,0.125,0,189,18.40740741,0.06246749,0,0,Low
678,55,4,129646.91,1,1,1,184125.1,FALSE,TRUE,FALSE,FALSE,TRUE,0.70412022,0,0.2,1,220,12.32727273,0.5348214,1,1,  Medium-High
